Age,Amount,bank,cardType,entry_type,gender,transaction,v1,v2,v3,v4,fraud
72,23.78,Bank3,Visa,magnetic,f,POS,-0.854267471720204,1.5698764665719,0.414912798956725,0.960036608315671,0
62,21.98,Bank2,Visa_Debit,chip,f,POS,-0.141738090953001,0.195595250556875,1.25480642439689,-0.8164342216836171,0
73,24.37,Bank3,Visa_Debit,chip,f,ATM,-0.930389307638202,1.28424946751128,0.7726396878861921,0.8615894488119599,0
30,572.34,Bank7,Visa_Debit,INTERNET,m,INTERNET,1.1431857738975602,-1.7498989291037301,-3.4206471109082597,-0.442704106414814,0
21,2.58,Bank12,Visa,chip,f,ATM,1.19227170600993,0.286466899479529,0.17233345951616197,0.44538677171797403,0
31,10.0,Bank2,Visa,internet,f,INTERNET,-4.15301449873357,8.20479650456012,-15.031714209748099,10.330099825448,1
24,2.25,Bank3,Master,INTERNET,m,INTERNET,1.2446554750011,-0.0913935019205188,0.804805982001938,0.0757259778367408,0
66,24.99,Bank3,Visa_Debit,INTERNET,m,INTERNET,-1.0595383993340899,1.45122598589101,-0.408553106487273,-1.29799086805039,0
35,1.98,Bank0,Visa,INTERNET,m,INTERNET,1.2560455489911202,0.3676239985263421,0.30989017776605604,0.6918392694144611,0
33,99.83,Bank1,Visa,INTERNET,m,INTERNET,-1.17816337259065,1.4487796572061202,0.37768057407610706,0.748700755890249,0
78,22.98,Bank2,Visa,chip,m,POS,1.93905159251031,-0.414869921975805,-0.5010359538121439,-0.0388815624856055,0
62,19.99,Bank10,Visa_Debit,INTERNET,m,INTERNET,-0.5591775945003701,0.882794100883907,1.33615262038749,0.15323891615609803,0
78,18.91,Bank2,Visa_Debit,chip,f,ATM,-0.262009921366484,1.4702143092053401,0.37350351942557203,2.4992095088061097,0
76,10.0,Bank0,Master,chip,f,POS,2.28004677584211,-0.477226327771952,-2.50220066222837,-1.0237302597588398,0
72,123.98,Bank1,Visa,INTERNET,m,INTERNET,0.8333893046783459,-0.700622262244697,1.07666740634352,0.656247642994631,0
68,12.95,Bank1,Master,INTERNET,f,INTERNET,-0.667288616012067,0.600817610179165,2.0548723122870998,-1.04444555910058,0
48,149.0,Bank2,Master,chip,m,POS,1.10914900077145,-1.1513953882836898,0.824618470511397,-0.509957971103759,0
27,33.0,Bank2,Visa_Debit,INTERNET,f,INTERNET,-0.508497599054057,0.20691029842444603,1.8447061082723102,-0.9595428267292749,0
74,15.0,Bank1,Visa,INTERNET,m,INTERNET,0.147020181695715,-1.3399263182532701,-1.1285794974956598,-3.2014692116052097,0
45,8.99,Bank0,Visa_Debit,chip,m,POS,2.0480189424560202,-0.0494962770654908,-1.06225534438776,0.42126588078128496,0
51,0.77,Bank4,Visa_Debit,chip,f,ATM,-0.2874280069611311,0.49601382802952,1.18355011151097,-1.34313487665339,0
48,129.47,Bank3,Visa,chip,m,POS,-0.542836719956597,0.49829529586519,0.6885772093946511,0.30345999865782,0
27,184.3,Bank6,Master,INTERNET,m,INTERNET,1.06033957132708,-0.9667617462989041,-0.161617308226867,-1.34918701328997,0
57,1.98,Bank1,Visa,magnetic,f,ATM,1.1929755719294,0.131873693914501,0.5992102287980721,0.658555058018417,0
59,802.88,Bank1,Visa,INTERNET,f,INTERNET,-2.5234619285772797,-2.10399595944176,2.55834704249069,1.5103177350961399,0
26,20.0,Bank4,Master,chip,m,POS,-0.562167821669901,-0.7421769666449269,1.30548207510426,-2.3368495694988196,0
53,9.87,Bank1,Master,magnetic,m,ATM,1.14365517115506,-0.463511410523794,1.19169258541697,1.4311900795283201,0
42,10.7,Bank6,Master,magnetic,f,POS,1.04134101420337,0.29242551346142603,1.0168417883928298,2.58606617085664,0
22,53.6,Bank0,Visa_Debit,magnetic,f,POS,-0.0058409449042673,-0.422962996860746,0.788889102040177,-2.7155278939969105,0
61,11.45,Bank8,Visa_Debit,chip,m,ATM,-0.433352244127396,0.720614429140165,0.5653402287184,-0.554408173166817,0
37,12.9,Bank0,Visa,chip,f,POS,1.1809986046614098,0.117668057708356,0.5921589926045071,0.5690778986053671,0
36,8.92,Bank4,Visa_Debit,chip,m,ATM,1.1833796709396898,0.138882238655466,0.631741150579609,0.9292950839133871,0
30,11.71,Bank1,Visa,chip,f,POS,1.10713152678683,0.37195564648952095,1.0304949663324499,2.4644163214466204,0
49,9.19,Bank6,Master_Debit,chip,m,POS,1.1601296681378601,-0.33516087652506893,1.09590298747261,0.6873635972734059,0
44,15.0,Bank1,Visa,INTERNET,f,INTERNET,1.91958693025242,0.474645763422841,-1.1415665989986898,3.40516998448377,0
32,3.87,Bank6,Visa,magnetic,f,ATM,-0.580100294119421,1.31944222290117,1.19816527012172,0.00679784743883166,0
37,113.0,Bank6,Visa,INTERNET,m,INTERNET,-1.0866216726775,-0.831647945362193,1.74906834232106,-1.85086984456073,0
38,194.0,Bank12,Visa,chip,f,POS,1.51891860727513,-1.65679142700947,0.236122066914217,0.687395676323166,0
44,10.0,Bank2,Visa_Debit,internet,f,INTERNET,1.14043132434726,1.1342430027989199,-1.4294547407265499,2.01222598912655,1
29,676.02,Bank0,Master,INTERNET,m,INTERNET,-0.00777303061804708,-2.42462859404286,-1.7511845360818898,0.16906787066612802,0
40,1871.1000000000001,Bank6,Visa,internet,f,INTERNET,-0.12977761084334902,0.141547455482355,-0.8947018696977029,-0.45766224456131505,1
23,32.0,Bank2,Visa_Debit,chip,m,ATM,-1.4632421550838601,1.35804343750186,-2.05628068211696,-2.35176805836818,0
64,2.29,Bank1,Visa,INTERNET,f,INTERNET,-0.9342053621738441,1.80390696663315,-0.13259336590086698,0.338792011893758,0
27,1040.0,Bank1,Visa_Debit,chip,m,ATM,-2.29698749921502,4.06404334190313,-5.9577063451693295,4.68000806392241,1
18,27.96,Bank3,Visa_Debit,chip,m,POS,1.43256042447451,-1.0127664146519,-0.0455414695860506,-1.48756254600446,0
32,30.0,Bank3,Master_Debit,magnetic,m,POS,2.2056373488607997,-1.5513937088962,-0.639427398072071,-1.5147677239364499,0
20,8.98,Bank5,Master,chip,m,ATM,0.0961627092721739,0.6236866926260339,0.280083813421537,-0.8204721345062791,0
28,32.95,Bank9,Visa,chip,m,POS,1.1285152283658,-0.0767173088289046,0.625972057203116,0.8120353239286229,0
71,112.2,Bank1,Visa,INTERNET,m,INTERNET,1.88716462736333,-0.17280872441156198,-2.1225126659588502,0.261581639622823,0
60,0.99,Bank1,Master,INTERNET,f,INTERNET,-0.197184002497239,1.01671202419345,0.197153783715838,-0.632159893876746,0
34,13.48,Bank1,Visa_Debit,magnetic,m,POS,-4.837221431144981,4.49748365542977,-4.50068901129882,-0.678861482797963,0
25,255.3,Bank0,Visa,chip,m,POS,-0.226267017692344,0.46867852217989603,-2.45443172495404,-1.09298030127965,0
29,39.99,Bank3,Visa_Debit,magnetic,f,ATM,-2.4942817565598596,1.3783651471433502,0.323188061100209,1.32214313165397,0
20,56.97,Bank8,Visa,INTERNET,f,INTERNET,0.0427157552805701,-0.7161794494046329,1.6568516836378702,-2.42829593470873,0
69,9.99,Bank4,Visa,chip,f,POS,-1.7264589347100299,-0.688031234008064,0.8711283802148929,-2.3402198002553396,0
75,0.0,Bank1,Visa_Debit,INTERNET,m,INTERNET,-0.981622853720455,1.17969963031008,2.35441375926984,2.8612933679107497,0
73,19.11,Bank1,Master,magnetic,m,ATM,1.9082857067102799,-0.16396087155964098,-0.308255072972106,1.58008871061892,0
45,7.41,Bank1,Visa,magnetic,m,POS,-0.373593103337007,1.1083987870268899,-1.06505193966124,0.700649293142402,0
61,29.9,Bank9,Visa_Debit,chip,f,POS,1.94484968589937,-0.534383761916664,-0.252578959429782,0.6723110436238959,0
79,2.88,Bank3,Visa,chip,f,ATM,0.18985566210119,0.7306814178274991,0.7105485679491129,1.21958236901201,0
67,60.0,Bank0,AmEx,INTERNET,f,INTERNET,-1.2832261854271398,-1.01689985904957,1.66610177398671,-2.52223650449868,0
77,11.65,Bank6,Visa,INTERNET,f,INTERNET,-0.578432306496472,0.44958173541548707,-1.1245112299678202,-0.27875812879389694,0
79,670.07,Bank2,Visa_Debit,INTERNET,m,INTERNET,-0.16768790924219298,-2.60594800159869,0.467385843309182,0.6777217331785971,0
66,35.97,Bank3,Master,chip,m,ATM,1.10468727409456,0.0438152719232516,0.970524505640353,1.41875156316946,0
56,51.5,Bank4,Master,INTERNET,f,INTERNET,2.2814039464302005,-1.35684029631736,-1.8919089223058,-1.79379853581755,0
67,28.4,Bank5,Master_Debit,chip,f,ATM,1.04404495213486,-0.32744691925859004,1.1755902879611297,1.75367947727348,0
61,4.75,Bank0,Master_Debit,magnetic,m,POS,2.0455420934041597,-0.331286036968575,-0.749172582576884,0.19873908210694197,0
77,508.52,Bank11,Visa,magnetic,f,ATM,-6.92743411567374,-6.93176725560848,-1.36573571588736,-1.22766907076892,0
63,12.31,Bank2,Master_Debit,chip,m,POS,-0.53610505706501,1.59238403061526,-1.1041973444901698,1.36752538433672,0
42,7.7,Bank0,Visa,chip,m,POS,-1.31997481897026,1.0070323179684102,-0.0739707823054581,-1.2851747134306102,0
44,4.86,Bank2,Visa,INTERNET,m,INTERNET,-0.376839395106084,1.04254044053256,1.3559283982448997,-0.15007811084719197,0
77,233.0,Bank3,Visa,chip,f,POS,-1.15233942581283,-1.79667551325302,0.8500271794743821,-2.16055588313483,0
18,172.24,Bank6,Visa_Debit,chip,f,POS,0.863097009864165,-0.9886382707348549,0.9143835693637149,0.172540782202795,0
58,383.68,Bank0,Visa,chip,m,POS,-1.70160026377489,-0.33407832097596,0.8123117104123629,-0.809227138899237,0
69,10.0,Bank0,Master,internet,f,INTERNET,-0.25147096006823,4.31352332575143,-6.8914377165014695,6.79679668055103,1
24,6.99,Bank0,Visa,magnetic,f,ATM,-0.601466738398569,0.339565800826521,1.77159205294716,1.3390057645550901,0
18,110.9,Bank5,Master,INTERNET,m,INTERNET,-6.49084340379519,3.79630293624739,-5.5108997602789405,0.0340119845908687,0
44,16.9,Bank4,Master,INTERNET,f,INTERNET,0.0169062398815107,1.10732335809917,-0.642462229624188,-0.49488514624124497,0
49,1.0,Bank0,Visa_Debit,INTERNET,f,INTERNET,1.193056373442,-0.0345087383735043,0.631925471365134,0.774460503490323,0
65,1.0,Bank1,Visa,chip,f,ATM,1.24013240619769,0.662787305542714,-0.24079746225346,1.3115466445008401,0
77,39.0,Bank2,Visa_Debit,INTERNET,f,INTERNET,2.01060557876971,-0.678924936256356,-0.7956340087084129,0.37484676000571004,0
47,14021.6,Bank0,Visa_Debit,internet,f,INTERNET,-5.34466537543542,-0.28576040816614195,-3.83561578178611,5.33704802681048,1
66,49.99,Bank4,Visa_Debit,magnetic,f,ATM,1.96965534660498,-0.0701495270629186,-3.3253996210885095,0.14484938946683,0
53,74.9,Bank7,Visa_Debit,chip,f,ATM,1.1007296976290701,-0.292767470390026,0.0441447152069296,0.756014224305407,0
65,132.91,Bank5,Visa_Debit,INTERNET,f,INTERNET,-0.707806327002963,1.20170591240803,2.17008785705892,4.07188934270505,0
45,104.46,Bank2,Visa_Debit,INTERNET,f,INTERNET,-0.691674773364224,-0.53132611600224,0.19374595171125897,-1.19190447876719,0
36,572.28,Bank3,Visa,chip,m,ATM,0.16744583968402402,-2.83487633864639,0.510161559960394,-0.0362474794248693,0
68,256.0,Bank7,Master_Debit,INTERNET,f,INTERNET,0.22593062240532802,-0.930764670289606,-1.0498125223844101,-1.36674196086407,0
29,0.9,Bank4,Visa_Debit,chip,m,ATM,1.98858560408447,-0.39912009845070506,-2.2202207457793,-0.8011715662008059,0
19,55.65,Bank1,Visa_Debit,INTERNET,m,INTERNET,-0.403815531824927,0.852609453275795,0.650049577651016,0.172741435194305,0
26,1.0,Bank0,Visa,chip,f,POS,2.00506214320215,0.27206783803322304,-1.4646239075049698,1.46971467202045,0
23,5.0,Bank7,Master,INTERNET,m,INTERNET,-4.40976252875173,3.75038909531489,-2.05753775049125,-3.11763387150752,0
